" H-3 HOUSEHOLDS BY TENURE STATUS, SIZE AND NUMBER OF ROOMS OCCUPIED",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,Number of households occupying
,,,,,,,,,,
,House-hold size,Total number of households,No excl-usive room, 1 Room,2  Rooms,3  Rooms,4  Rooms,5  Rooms,6 Rooms         and above,Un-specified Room
,1,2,3,4,5,6,7,8,9,10
INDIA,,,,,,,,,,
TOTAL,,,,,,,,,,
Total ,,,,,,,,,,
,2-Jan,"41,321",1,"20,747","13,899","4,069","1,418",455,378,354
,5-Mar,"1,37,216",4,"50,611","54,148","20,024","6,571","2,319","1,970","1,569"
,8-Jun,"1,03,064",1,"25,851","38,533","21,634","8,995","3,532","3,625",893
 ,      9+      ,"45,694",3,"6,808","12,609","11,265","6,816","3,420","4,424",349
Owned ,,,,,,,,,,
,Total,"2,63,777",9,"77,907","96,771","48,153","20,227","8,480","9,339","2,891"
,2-Jan,"27,053",1,"12,784","9,719","2,750",912,312,251,324
,5-Mar,"1,08,997",4,"38,855","43,827","16,177","5,276","1,850","1,644","1,364"
,8-Jun,"87,287",1,"20,657","32,480","19,001","7,842","3,143","3,296",867
 ,      9+      ,"40,440",3,"5,611","10,745","10,225","6,197","3,175","4,148",336
Rented ,,,,,,,,,,
,Total,"56,949",0,"23,841","20,018","7,866","3,153",903,905,263
,2-Jan,"12,568",0,"7,199","3,688","1,052",415,84,102,28
,5-Mar,"25,504",0,"10,778","9,350","3,470","1,130",304,272,200
,8-Jun,"14,185",0,"4,778","5,335","2,407","1,053",301,286,25
 ,      9+      ,"4,692",0,"1,086","1,645",937,555,214,245,10
Others ,,,,,,,,,,
,Total,"6,569",0,"2,269","2,400",973,420,343,153,11
,2-Jan,"1,700",0,764,492,267,91,59,25,2
,5-Mar,"2,715",0,978,971,377,165,165,54,5
,8-Jun,"1,592",0,416,718,226,100,88,43,1
 ANDHRA PRADESH                                              ,      9+      ,562,0,111,219,103,64,31,31,3
RURAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"2,64,470",8,"83,791","98,511","46,163","18,714","7,183","7,152","2,948"
,2-Jan,"31,303",1,"15,092","10,888","3,258","1,115",352,260,337
,5-Mar,"1,11,438",4,"41,489","44,777","15,822","5,032","1,628","1,287","1,399"
,8-Jun,"84,797",1,"21,455","32,320","17,800","7,171","2,650","2,529",871
 ,      9+      ,"36,932",2,"5,755","10,526","9,283","5,396","2,553","3,076",341
Owned ,,,,,,,,,,
,Total,"2,41,657",8,"75,342","90,199","42,769","17,128","6,632","6,717","2,862"
,2-Jan,"25,215",1,"12,218","8,959","2,490",786,246,196,319
,5-Mar,"1,01,649",4,"37,678","41,088","14,460","4,485","1,422","1,156","1,356"
,8-Jun,"79,622",1,"20,035","30,242","16,892","6,701","2,500","2,395",856
 ,      9+      ,"35,171",2,"5,411","9,910","8,927","5,156","2,464","2,970",331
Rented ,,,,,,,,,,
,Total,"19,334",0,"7,311","7,034","2,842","1,373",308,390,76
,2-Jan,"4,980",0,"2,447","1,601",557,256,52,51,16
,5-Mar,"8,339",0,"3,293","3,171","1,169",469,84,115,38
,8-Jun,"4,496",0,"1,272","1,741",815,433,96,125,14
 ,      9+      ,"1,519",0,299,521,301,215,76,99,8
Others ,,,,,,,,,,
,Total,"3,479",0,"1,138","1,278",552,213,243,45,10
,2-Jan,"1,108",0,427,328,211,73,54,13,2
,5-Mar,"1,450",0,518,518,193,78,122,16,5
,8-Jun,679,0,148,337,93,37,54,9,1
 ANDHRA PRADESH                                              ,      9+      ,242,0,45,95,55,25,13,7,2
URBAN,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"62,825",1,"20,226","20,678","10,829","5,086","2,543","3,245",217
,2-Jan,"10,018",0,"5,655","3,011",811,303,103,118,17
,5-Mar,"25,778",0,"9,122","9,371","4,202","1,539",691,683,170
,8-Jun,"18,267",0,"4,396","6,213","3,834","1,824",882,"1,096",22
 ,      9+      ,"8,762",1,"1,053","2,083","1,982","1,420",867,"1,348",8
Owned ,,,,,,,,,,
,Total,"22,120",1,"2,565","6,572","5,384","3,099","1,848","2,622",29
,2-Jan,"1,838",0,566,760,260,126,66,55,5
,5-Mar,"7,348",0,"1,177","2,739","1,717",791,428,488,8
,8-Jun,"7,665",0,622,"2,238","2,109","1,141",643,901,11
 ,      9+      ,"5,269",1,200,835,"1,298","1,041",711,"1,178",5
Rented ,,,,,,,,,,
,Total,"37,615",0,"16,530","12,984","5,024","1,780",595,515,187
,2-Jan,"7,588",0,"4,752","2,087",495,159,32,51,12
,5-Mar,"17,165",0,"7,485","6,179","2,301",661,220,157,162
,8-Jun,"9,689",0,"3,506","3,594","1,592",620,205,161,11
 ,      9+      ,"3,173",0,787,"1,124",636,340,138,146,2
Others ,,,,,,,,,,
,Total,"3,090",0,"1,131","1,122",421,207,100,108,1
,2-Jan,592,0,337,164,56,18,5,12,0
,5-Mar,"1,265",0,460,453,184,87,43,38,0
,8-Jun,913,0,268,381,133,63,34,34,0
,      9+      ,320,0,66,124,48,39,18,24,1
 MIZORAM,,,,,,,,,,
TOTAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"1,18,898",10,"35,618","47,079","24,213","6,809","2,019","1,642","1,508"
,2-Jan,"12,610",4,"5,784","4,769","1,347",378,70,69,189
,5-Mar,"47,461",5,"16,504","19,717","7,944","1,862",422,325,682
,8-Jun,"43,604",1,"10,615","17,391","10,638","2,949",921,589,500
 ,      9+      ,"15,223",0,"2,715","5,202","4,284","1,620",606,659,137
Owned ,,,,,,,,,,
,Total,"87,841",1,"25,554","34,505","18,804","4,911","1,532","1,237","1,297"
,2-Jan,"6,583",0,"3,087","2,540",680,82,22,27,145
,5-Mar,"32,227",1,"11,214","13,300","5,585","1,087",275,185,580
,8-Jun,"35,502",0,"8,826","14,055","8,709","2,311",701,449,451
 ,      9+      ,"13,529",0,"2,427","4,610","3,830","1,431",534,576,121
Rented ,,,,,,,,,,
,Total,"28,000",7,"9,443","11,605","4,693","1,337",390,317,208
,2-Jan,"5,302",3,"2,515","1,985",536,152,34,34,43
,5-Mar,"13,888",3,"4,983","5,965","2,052",560,118,106,101
,8-Jun,"7,307",1,"1,688","3,106","1,695",475,182,112,48
 ,      9+      ,"1,503",0,257,549,410,150,56,65,16
Others ,,,,,,,,,,
,Total,"3,057",2,621,969,716,561,97,88,3
,2-Jan,725,1,182,244,131,144,14,8,1
,5-Mar,"1,346",1,307,452,307,215,29,34,1
,8-Jun,795,0,101,230,234,163,38,28,1
 ANDHRA PRADESH                                              ,      9+      ,191,0,31,43,44,39,16,18,0
RURAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"62,510",4,"23,221","24,979","10,233","2,113",438,347,"1,175"
,2-Jan,"5,939",2,"2,898","2,166",567,112,28,31,135
,5-Mar,"24,240",2,"10,263","9,684","3,035",521,85,98,552
,8-Jun,"23,701",0,"7,867","9,774","4,461",900,191,120,388
 ,      9+      ,"8,630",0,"2,193","3,355","2,170",580,134,98,100
Owned ,,,,,,,,,,
,Total,"56,973",1,"21,654","22,733","9,074","1,747",339,263,"1,162"
,2-Jan,"4,596",0,"2,462","1,635",319,23,5,18,134
,5-Mar,"21,658",1,"9,468","8,613","2,535",380,60,57,544
,8-Jun,"22,344",0,"7,586","9,219","4,125",789,144,96,385
 ,      9+      ,"8,375",0,"2,138","3,266","2,095",555,130,92,99
Rented ,,,,,,,,,,
,Total,"4,751",2,"1,431","1,942",966,254,75,68,13
,2-Jan,"1,105",1,387,427,203,57,18,11,1
,5-Mar,"2,267",1,733,950,423,100,19,33,8
,8-Jun,"1,158",0,260,489,273,77,35,21,3
 ,      9+      ,221,0,51,76,67,20,3,3,1
Others ,,,,,,,,,,
,Total,786,1,136,304,193,112,24,16,0
,2-Jan,238,1,49,104,45,32,5,2,0
,5-Mar,315,0,62,121,77,41,6,8,0
,8-Jun,199,0,21,66,63,34,12,3,0
 ANDHRA PRADESH                                              ,      9+      ,34,0,4,13,8,5,1,3,0
URBAN,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"56,388",6,"12,397","22,100","13,980","4,696","1,581","1,295",333
,2-Jan,"6,671",2,"2,886","2,603",780,266,42,38,54
,5-Mar,"23,221",3,"6,241","10,033","4,909","1,341",337,227,130
,8-Jun,"19,903",1,"2,748","7,617","6,177","2,049",730,469,112
 ,      9+      ,"6,593",0,522,"1,847","2,114","1,040",472,561,37
Owned ,,,,,,,,,,
,Total,"30,868",0,"3,900","11,772","9,730","3,164","1,193",974,135
,2-Jan,"1,987",0,625,905,361,59,17,9,11
,5-Mar,"10,569",0,"1,746","4,687","3,050",707,215,128,36
,8-Jun,"13,158",0,"1,240","4,836","4,584","1,522",557,353,66
 ,      9+      ,"5,154",0,289,"1,344","1,735",876,404,484,22
Rented ,,,,,,,,,,
,Total,"23,249",5,"8,012","9,663","3,727","1,083",315,249,195
,2-Jan,"4,197",2,"2,128","1,558",333,95,16,23,42
,5-Mar,"11,621",2,"4,250","5,015","1,629",460,99,73,93
,8-Jun,"6,149",1,"1,428","2,617","1,422",398,147,91,45
 ,      9+      ,"1,282",0,206,473,343,130,53,62,15
Others ,,,,,,,,,,
,Total,"2,271",1,485,665,523,449,73,72,3
,2-Jan,487,0,133,140,86,112,9,6,1
,5-Mar,"1,031",1,245,331,230,174,23,26,1
,8-Jun,596,0,80,164,171,129,26,25,1
,      9+      ,157,0,27,30,36,34,15,15,0
 NAGALAND,,,,,,,,,,
TOTAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"2,21,068",2,"48,616","85,327","49,536","22,092","7,896","5,685","1,914"
,2-Jan,"31,507",0,"12,691","13,043","3,777","1,092",300,241,363
,5-Mar,"78,582",1,"19,295","34,235","16,460","5,395","1,595",902,699
,8-Jun,"71,675",0,"11,651","26,882","19,213","8,646","2,796","1,895",592
 ,      9+      ,"39,304",1,"4,979","11,167","10,086","6,959","3,205","2,647",260
Owned ,,,,,,,,,,
,Total,"1,64,131",2,"31,815","63,719","38,776","17,659","6,322","4,430","1,408"
,2-Jan,"17,693",0,"6,099","8,087","2,369",638,156,127,217
,5-Mar,"53,417",1,"11,881","24,026","11,635","3,721","1,047",596,510
,8-Jun,"58,033",0,"9,279","21,772","15,743","7,029","2,255","1,476",479
 ,      9+      ,"34,988",1,"4,556","9,834","9,029","6,271","2,864","2,231",202
Rented ,,,,,,,,,,
,Total,"49,216",0,"15,175","19,142","8,611","3,733","1,357",980,218
,2-Jan,"12,033",0,"5,967","4,380","1,038",374,119,87,68
,5-Mar,"21,857",0,"6,741","9,073","3,812","1,420",473,244,94
,8-Jun,"11,711",0,"2,116","4,499","2,881","1,373",472,331,39
 ,      9+      ,"3,615",0,351,"1,190",880,566,293,318,17
Others ,,,,,,,,,,
,Total,"7,721",0,"1,626","2,466","2,149",700,217,275,288
,2-Jan,"1,781",0,625,576,370,80,25,27,78
,5-Mar,"3,308",0,673,"1,136","1,013",254,75,62,95
,8-Jun,"1,931",0,256,611,589,244,69,88,74
 ANDHRA PRADESH                                              ,      9+      ,701,0,72,143,177,122,48,98,41
RURAL,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"1,72,354",0,"34,648","69,430","40,065","17,169","5,794","3,442","1,806"
,2-Jan,"21,378",0,"7,383","9,679","2,883",767,202,137,327
,5-Mar,"58,163",0,"13,008","26,680","12,527","3,783","1,016",493,656
,8-Jun,"58,304",0,"9,634","22,807","15,688","6,594","1,939","1,068",574
 ,      9+      ,"34,509",0,"4,623","10,264","8,967","6,025","2,637","1,744",249
Owned ,,,,,,,,,,
,Total,"1,49,258",0,"29,967","59,626","34,901","15,272","5,123","2,998","1,371"
,2-Jan,"16,115",0,"5,582","7,508","2,085",538,113,90,199
,5-Mar,"48,323",0,"11,089","22,261","10,231","3,078",779,383,502
,8-Jun,"52,484",0,"8,853","20,414","14,155","5,926","1,724",941,471
 ,      9+      ,"32,336",0,"4,443","9,443","8,430","5,730","2,507","1,584",199
Rented ,,,,,,,,,,
,Total,"17,731",0,"3,751","7,999","3,510","1,460",537,300,174
,2-Jan,"4,036",0,"1,458","1,748",488,180,72,33,57
,5-Mar,"7,501",0,"1,545","3,585","1,497",532,196,79,67
,8-Jun,"4,503",0,623,"1,947","1,108",528,168,95,34
 ,      9+      ,"1,691",0,125,719,417,220,101,93,16
Others ,,,,,,,,,,
,Total,"5,365",0,930,"1,805","1,654",437,134,144,261
,2-Jan,"1,227",0,343,423,310,49,17,14,71
,5-Mar,"2,339",0,374,834,799,173,41,31,87
,8-Jun,"1,317",0,158,446,425,140,47,32,69
 ANDHRA PRADESH                                              ,      9+      ,482,0,55,102,120,75,29,67,34
URBAN,,,,,,,,,,
Total ,,,,,,,,,,
,Total,"48,714",2,"13,968","15,897","9,471","4,923","2,102","2,243",108
,2-Jan,"10,129",0,"5,308","3,364",894,325,98,104,36
,5-Mar,"20,419",1,"6,287","7,555","3,933","1,612",579,409,43
,8-Jun,"13,371",0,"2,017","4,075","3,525","2,052",857,827,18
 ,      9+      ,"4,795",1,356,903,"1,119",934,568,903,11
Owned ,,,,,,,,,,
,Total,"14,873",2,"1,848","4,093","3,875","2,387","1,199","1,432",37
,2-Jan,"1,578",0,517,579,284,100,43,37,18
,5-Mar,"5,094",1,792,"1,765","1,404",643,268,213,8
,8-Jun,"5,549",0,426,"1,358","1,588","1,103",531,535,8
 ,      9+      ,"2,652",1,113,391,599,541,357,647,3
Rented ,,,,,,,,,,
,Total,"31,485",0,"11,424","11,143","5,101","2,273",820,680,44
,2-Jan,"7,997",0,"4,509","2,632",550,194,47,54,11
,5-Mar,"14,356",0,"5,196","5,488","2,315",888,277,165,27
,8-Jun,"7,208",0,"1,493","2,552","1,773",845,304,236,5
 ,      9+      ,"1,924",0,226,471,463,346,192,225,1
Others ,,,,,,,,,,
,Total,"2,356",0,696,661,495,263,83,131,27
,2-Jan,554,0,282,153,60,31,8,13,7
,5-Mar,969,0,299,302,214,81,34,31,8
,8-Jun,614,0,98,165,164,104,22,56,5
,      9+      ,219,0,17,41,57,47,19,31,7
